sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,enable_googlecheckout,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
"7-53015",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka boje",,,"Block after Info Column",,67.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka boje","Umetaljka boje.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53067",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka riba",,,"Block after Info Column",,68.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka riba","Umetaljka riba.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53094",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle brod",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle brod","Puzzle brod.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53024",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"14dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka in & out",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka in & out","Umetaljka in & out.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53093",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle avion",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle avion","Puzzle avion.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53007",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"10dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  đungla",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  đungla","Puzzle  đungla.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53076",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"7dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka domaće životinje sa zvukom",,,"Block after Info Column",,150.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka domaće životinje sa zvukom","Umetaljka domaće životinje sa zvukom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53016",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka kućne životinje",,,"Block after Info Column",,67.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka kućne životinje","Umetaljka kućne životinje.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-54007",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"8dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  priroda",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  priroda","Puzzle  priroda.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53091",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"3dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle dječak",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle dječak","Puzzle dječak.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53031",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"9dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka geometriski oblici",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka geometriski oblici","Umetaljka geometriski oblici.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-54001",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka vozlila 1",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka vozlila 1","Umetaljka vozlila 1.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53952",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"24dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  combi",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  combi","Puzzle  combi.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53096",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"5dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  riba",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  riba","Puzzle  riba.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53013",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka cvijeće",,,"Block after Info Column",,97.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka cvijeće","Umetaljka cvijeće.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53066",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka koka",,,"Block after Info Column",,68.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka koka","Umetaljka koka.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53095",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle vatrogasno vozilo",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle vatrogasno vozilo","Puzzle vatrogasno vozilo.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53071",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"16dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  farma",,,"Block after Info Column",,75.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  farma","Puzzle  farma.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53010",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka u vrtu",,,"Block after Info Column",,67.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka u vrtu","Umetaljka u vrtu.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-54005",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"6dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka farma",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka farma","Umetaljka farma.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-54006",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"6dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka mladunčad i mama",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka mladunčad i mama","Umetaljka mladunčad i mama.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53035",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"7dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka škola",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka škola","Umetaljka škola.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-54000",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka voće",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka voće","Umetaljka voće.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53073",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"16dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  vatrogasno vozilo",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  vatrogasno vozilo","Puzzle  vatrogasno vozilo.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53068",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka pas",,,"Block after Info Column",,68.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka pas","Umetaljka pas.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53012",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"4dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka buba mara",,,"Block after Info Column",,108.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka buba mara","Umetaljka buba mara.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53070",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"12dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle  zanimanja",,,"Block after Info Column",,75.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle  zanimanja","Puzzle  zanimanja.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53034",,Default,"simple","Didaktika/Pazzle i umetaljke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"7dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Umetaljka dječja soba",,,"Block after Info Column",,84.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Umetaljka dječja soba","Umetaljka dječja soba.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"342",,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Guralica nosivost 100kg policija",,,"Block after Info Column",,370.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Guralica nosivost 100kg policija","Guralica nosivost 100kg policija.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
123456,,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Guralica nosivost 100kg",,,"Block after Info Column",,300.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Guralica nosivost 100kg","Guralica nosivost 100kg.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"2-30018",,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Romobil vel. 4-6",,,"Block after Info Column",,1110.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Romobil vel. 4-6","Romobil vel. 4-6.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"2-10004",,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Romobil vel. 1-2",,,"Block after Info Column",,900.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Romobil vel. 1-2","Romobil vel. 1-2.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"2-9403",,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Semafori 4 kom visine 121 cm",,,"Block after Info Column",,960.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Semafori 4 kom visine 121 cm","Semafori 4 kom visine 121 cm.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"2-30019",,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Tricikl s prikolicom vel. 4-6",,,"Block after Info Column",,1710.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Tricikl s prikolicom vel. 4-6","Tricikl s prikolicom vel. 4-6.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"2-20011",,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Romobil vel. 2-4",,,"Block after Info Column",,960.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Romobil vel. 2-4","Romobil vel. 2-4.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"2-20007",,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Tricikl vel. 2-4",,,"Block after Info Column",,1200.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Tricikl vel. 2-4","Tricikl vel. 2-4.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"2-10001",,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Tricikl vel. 1-2",,,"Block after Info Column",,900.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Tricikl vel. 1-2","Tricikl vel. 1-2.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"2-30014",,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Tricikl vel. 4-6",,,"Block after Info Column",,1200.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Tricikl vel. 4-6","Tricikl vel. 4-6.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"2-9402",,Default,"simple","Didaktika/Tricikli i guralice","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Komplet od 9 znakova,semafor",,,"Block after Info Column",,1650.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Komplet od 9 znakova,semafor","Komplet od 9 znakova,semafor.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50202",,Default,"simple","Didaktika/Drvene kocke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Konstruktor drveni 26 dj.",,,"Block after Info Column",,98.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Konstruktor drveni 26 dj.","Konstruktor drveni 26 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50203",,Default,"simple","Didaktika/Drvene kocke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Konstruktor drveni 41 dj.",,,"Block after Info Column",,140.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Konstruktor drveni 41 dj.","Konstruktor drveni 41 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50204",,Default,"simple","Didaktika/Drvene kocke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Konstruktor drveni 101 dj.",,,"Block after Info Column",,250.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Konstruktor drveni 101 dj.","Konstruktor drveni 101 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50244",,Default,"simple","Didaktika/Drvene kocke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Konstruktor drveni 30 dj.",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Konstruktor drveni 30 dj.","Konstruktor drveni 30 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50245",,Default,"simple","Didaktika/Drvene kocke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Konstruktor drveni 45 dj.",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Konstruktor drveni 45 dj.","Konstruktor drveni 45 dj..html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-50206",,Default,"simple","Didaktika/Drvene kocke","Default Category",base,,,,"2013-11-11 11:11:11",,,,,N/A,1,,,0,no_selection,,,,,,,,,"Use config","Use config","Kocke drvene 100 kom",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Kocke drvene 100 kom","Kocke drvene 100 kom.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55121",,Default,"simple","Didaktika/Puzzle","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"24dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle šestorokutne",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle šestorokutne","Puzzle šestorokutne.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53099",,Default,"simple","Didaktika/Puzzle","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"25dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle Pirate brod",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle Pirate brod","Puzzle Pirate brod.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-53098",,Default,"simple","Didaktika/Puzzle","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"16dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle dvorac",,,"Block after Info Column",,50.0000,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle dvorac","Puzzle dvorac.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
"7-55205",,Default,"simple","Didaktika/Puzzle","Default Category",base,,,,"2013-11-11 11:11:11",,,,,"9dj.",1,,,0,no_selection,,,,,,,,,"Use config","Use config","Puzzle vertikalne djevojčica",,,"Block after Info Column",,113.0,0,N/A,no_selection,,,,,1,2,no_selection,,"2013-11-14 20:24:38","Puzzle vertikalne djevojčica","Puzzle vertikalne djevojčica.html",4,100.0000,10.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
